NUMERO_ED;École doctorale;Sigle de l'ED;ANNEE;ANNEE_UNIVERSITAIRE;RENTREE;TOTAL_PREMIERS_INSCRITS;TOTAL_DIP_FR;MASTER;INGENIEUR;EC_COM;DIP_FR_AUTRE;TOTAL_DIP_ETRANGER;DIP_EUROPE_UE;DIP_EUROPE_HORS_UE;DIP_ASIE;DIP_AFRIQUE;DIP_AMERIQUES;DIP_AUSTRALIE_OCEANIE;DIP_ETR_AUTRE_NR;id_paysage_ED
166;École doctorale Information, structures et systèmes;I2S;2014;2013-14;2013;108;75;55;16;0;4;33;7;3;9;8;6;0;0;2uO68
218;École doctorale Chimie et sciences du vivant;EDCSV;2014;2013-14;2013;89;68;43;7;0;18;21;12;0;7;0;2;0;0;8bcJh
269;École doctorale Mathématiques, sciences de l'information et de l'ingénieur;MSII;2014;2013-14;2013;75;51;38;12;0;1;24;5;0;11;6;2;0;0;5E625
481;École doctorale Sciences sociales et humanités;SSH;2014;2013-14;2013;81;68;59;1;0;8;13;6;0;1;4;2;0;0;E3z5j
485;École doctorale Éducation, Psychologie, Information et Communication;EPIC;2014;2013-14;2013;67;61;48;4;0;9;6;1;1;1;2;1;0;0;O82eL
503;École doctorale Sciences et technologies de l'information et de mathématiques;STIM;2014;2013-14;2013;91;57;47;10;0;0;34;6;1;12;11;4;0;0;JQevP
510;École doctorale Ingénierie - Matériaux, mécanique, environnement, énergétique, procédés, production;IMEP2;2014;2013-14;2013;122;97;38;59;0;0;25;10;0;9;1;5;0;0;Ce7NF
517;École doctorale Particules, noyaux, cosmologie;;2014;2013-14;2013;24;19;15;4;0;0;5;4;1;0;0;0;0;0;9kK48
537;École doctorale Culture et patrimoine;C&P;2014;2013-14;2013;17;11;11;0;0;0;6;3;0;0;3;0;0;0;GxI4a
538;École doctorale Culture, régulation, institutions et territoire;CRIT;2014;2013-14;2013;64;52;47;0;0;5;12;4;0;4;2;2;0;0;8T505
543;École doctorale de Dauphine;;2014;2013-14;2013;100;86;77;1;0;8;14;4;0;4;3;3;0;0;u8w6A
548;École doctorale Mer et Sciences;;2014;2013-14;2013;18;13;12;1;0;0;5;1;0;1;2;1;0;0;QX0fS
60;École doctorale Territoires, temps, sociétés et développement;TTSD;2013;2012-13;2012;80;68;61;0;0;7;12;4;0;0;6;2;0;0;fkIh6
130;École doctorale Informatique, télécommunications et électronique de Paris;EDITE;2013;2012-13;2012;208;124;92;32;0;0;84;22;3;23;31;4;1;0;O5ysj
131;École doctorale Langue, littérature, image, civilisations et sciences humaines (domaines francophone et anglophone);LLI;2013;2012-13;2012;42;34;32;0;0;2;8;2;0;4;1;1;0;0;a47aW
162;École doctorale Mécanique, énergétique, génie civil, acoustique;MEGA;2013;2012-13;2012;117;91;48;33;0;10;26;7;3;9;6;1;0;0;7wCke
184;École doctorale Mathématiques et informatique de Marseille;;2013;2012-13;2012;42;31;28;2;0;1;11;2;0;6;2;1;0;0;DDObG
211;École doctorale Sciences exactes et leurs applications;ED SEA;2013;2012-13;2012;54;32;26;5;0;1;22;9;0;5;3;5;0;0;1G1iC
265;École doctorale Langues, littératures et sociétés du monde;;2013;2012-13;2012;75;52;43;0;0;9;23;3;2;8;8;2;0;0;4YWGW
269;École doctorale Mathématiques, sciences de l'information et de l'ingénieur;MSII;2013;2012-13;2012;52;44;32;12;0;0;8;4;0;2;1;1;0;0;5E625
373;École doctorale Santé, information/communications et mathématiques, matière;SICMA;2013;2012-13;2012;131;93;72;16;0;5;38;6;1;13;15;3;0;0;hTJF5
386;École doctorale Sciences mathématiques de Paris centre;SMPC;2013;2012-13;2012;120;99;90;8;0;1;21;7;0;5;3;6;0;0;wMj98
396;École doctorale Économie, organisations, société;EOS;2013;2012-13;2012;66;54;47;5;0;2;12;5;1;3;2;1;0;0;Es5e7
413;École doctorale Sciences de la terre et de l'environnement;STE;2013;2012-13;2012;17;16;16;0;0;0;1;1;0;0;0;0;0;0;u9BA9
417;École doctorale Sciences et Ingénierie;S&I;2013;2012-13;2012;35;30;18;5;0;7;5;1;0;1;2;1;0;0;SSBvE
420;École doctorale Santé publique Paris 11 - Paris 5;;2013;2012-13;2012;42;38;34;1;0;3;4;2;0;2;0;0;0;0;3BNdi
489;École doctorale Sciences et ingénierie des systèmes, de l'environnement et des organisations;SISEO;2013;2012-13;2012;35;29;19;9;0;1;6;2;0;3;1;0;0;0;6pT77
498;École doctorale Sciences pour l'ingénieur, géosciences, architecture;SPIGA;2013;2012-13;2012;105;85;67;18;0;0;20;6;1;9;1;3;0;0;0vlKH
508;École doctorale Normande de chimie;EDNC;2013;2012-13;2012;39;32;28;4;0;0;7;1;2;0;4;0;0;0;E52OO
509;École doctorale Civilisations et sociétés euro-méditerranéennes et comparées;;2013;2012-13;2012;33;27;22;0;0;5;6;1;0;1;4;0;0;0;9tbyG
41;École doctorale Droit;;2012;2011-12;2011;74;61;54;0;0;7;13;4;2;0;7;0;0;0;KnOQK
58;École doctorale Langues, littératures, cultures, civilisations;LLCC;2012;2011-12;2011;127;113;103;1;0;9;14;8;0;0;4;2;0;0;I9ATR
129;École doctorale Sciences de l'environnement d'Ile de France;SEIF;2012;2011-12;2011;48;36;34;2;0;0;12;3;0;1;4;3;1;0;TnAPh
417;École doctorale Sciences et Ingénierie;S&I;2012;2011-12;2011;37;33;24;2;0;7;4;2;0;1;1;0;0;0;SSBvE
419;École doctorale Signalisations et réseaux intégratifs en biologie;BIO-SIGNE;2012;2011-12;2011;37;34;32;1;0;1;3;2;0;1;0;0;0;0;rDuFq
484;École doctorale Lettres, langues, linguistique, arts;3LA;2012;2011-12;2011;118;97;86;0;0;11;21;3;3;11;3;1;0;0;BlCQD
487;École doctorale Philosophie;PHCR;2012;2011-12;2011;36;31;27;0;0;4;5;4;0;1;0;0;0;0;3BRzJ
508;École doctorale Normande de chimie;EDNC;2012;2011-12;2011;41;35;31;4;0;0;6;0;0;2;4;0;0;0;E52OO
522;École doctorale Sciences et ingénierie en matériaux, mécanique, énergétique et aéronautique;SI-MMEA;2012;2011-12;2011;65;57;31;26;0;0;8;2;1;1;3;1;0;0;82F19
528;École doctorale Ville, transports et territoires;VTT;2012;2011-12;2011;51;41;18;4;0;19;10;9;0;1;0;0;0;0;68zCc
541;École doctorale de sciences humaines et sociales de La Réunion;SHS;2012;2011-12;2011;55;51;47;0;0;4;4;1;1;1;1;0;0;0;21SpE
88;École doctorale Droit et science politique;DSP;2011;2010-11;2010;60;49;45;0;0;4;11;2;1;1;6;1;0;0;elnAJ
162;École doctorale Mécanique, énergétique, génie civil, acoustique;MEGA;2011;2010-11;2010;104;85;62;22;0;1;19;6;1;11;1;0;0;0;7wCke
184;École doctorale Mathématiques et informatique de Marseille;;2011;2010-11;2010;43;36;28;6;0;2;7;0;0;3;4;0;0;0;DDObG
211;École doctorale Sciences exactes et leurs applications;ED SEA;2011;2010-11;2010;51;37;31;5;0;1;14;5;0;3;3;3;0;0;1G1iC
222;École doctorale Sciences chimiques;EDSC;2011;2010-11;2010;61;37;35;2;0;0;24;9;6;5;2;2;0;0;AdU8Q
306;École doctorale Sciences des procédés, sciences des aliments;;2011;2010-11;2010;38;32;18;12;0;2;6;2;0;4;0;0;0;0;adF7W
340;École doctorale Biologie moléculaire, intégrative et cellulaire;BMIC;2011;2010-11;2010;74;62;60;1;0;1;12;1;0;9;2;0;0;0;db7xq
373;École doctorale Santé, information/communications et mathématiques, matière;SICMA;2011;2010-11;2010;108;86;71;14;0;1;22;6;1;6;9;0;0;0;hTJF5
377;École doctorale Environnement et société;;2011;2010-11;2010;37;33;32;0;0;1;4;1;0;0;2;1;0;0;ZMG5u
393;École doctorale Pierre Louis de Santé Publique : Épidémiologie et Sciences de l'information biomédicale;PLSP;2011;2010-11;2010;39;34;31;1;0;2;5;1;0;3;1;0;0;0;69445
500;École doctorale Matière, molécules, matériaux en Pays de Loire;3MPL;2011;2010-11;2010;66;51;47;3;0;1;15;4;0;6;4;1;0;0;822tM
501;École doctorale Droit, économie-gestion, sociétés, territoires;;2011;2010-11;2010;90;71;55;3;0;13;19;3;1;2;12;1;0;0;wE7WM
138;École doctorale Lettres, langues, spectacles;LLS;2025;2024-25;2024;38;24;23;0;0;1;14;10;0;1;2;1;0;0;y9O3k
227;École doctorale Sciences de la nature et de l'homme;;2025;2024-25;2024;69;56;49;5;0;2;13;7;2;3;1;0;0;0;xiDA5
396;École doctorale Économie, organisations, société;EOS;2025;2024-25;2024;32;29;26;2;0;1;3;0;0;0;3;0;0;0;Es5e7
411;École doctorale Humanités nouvelles : Fernand Braudel;;2025;2024-25;2024;49;43;41;0;0;2;6;1;3;1;1;0;0;0;l2rFh
510;École doctorale Ingénierie - Matériaux, mécanique, environnement, énergétique, procédés, production;IMEP2;2025;2024-25;2024;124;105;41;57;0;7;19;3;2;6;2;6;0;0;Ce7NF
616;École doctorale Humanités et Langues;H&L;2025;2024-25;2024;42;38;35;0;0;3;4;1;1;0;1;1;0;0;FYOlf
617;École doctorale Sciences de la Société : Territoires, Economie et Droit;SSTED;2025;2024-25;2024;50;41;34;2;0;5;9;1;1;2;5;0;0;0;Kl9ZX
623;École doctorale Savoir, Sciences, Éducation;SSE;2025;2024-25;2024;25;22;20;1;0;1;3;1;1;1;0;0;0;0;98lMD
634;École doctorale Sciences, Ingénierie, Environnement;SIE;2025;2024-25;2024;35;31;22;9;0;0;4;2;1;0;1;0;0;0;TOc8f
641;École doctorale Mathématiques et Sciences et Technologies du numérique, de l’Information et de la Communication;MaSTIC;2025;2024-25;2024;69;55;38;17;0;0;14;2;0;6;4;2;0;0;4kq8w
7;École doctorale Georges Vedel - Droit public interne, science administrative et science politique;;2024;2023-24;2023;20;19;19;0;0;0;1;1;0;0;0;0;0;0;Dw881
70;École doctorale Sciences pour l'ingénieur;EDSPI;2024;2023-24;2023;39;30;22;8;0;0;9;0;0;3;6;0;0;0;G413P
73;École doctorale Sciences économiques, sociales, de l'aménagement et du management;SESAM;2024;2023-24;2023;30;23;22;0;0;1;7;1;1;3;1;1;0;0;IQ0Hk
86;École doctorale Sociétés, humanités, arts, lettres;LSHS;2024;2023-24;2023;57;50;49;1;0;0;7;3;0;1;2;1;0;0;O8E6y
122;École doctorale Europe latine - Amérique latine;;2024;2023-24;2023;18;14;14;0;0;0;4;3;1;0;0;0;0;0;z9lZY
127;École doctorale Astronomie et astrophysique d'Ile de France;A&A;2024;2023-24;2023;55;43;34;9;0;0;12;3;2;7;0;0;0;0;cPXrq
129;École doctorale Sciences de l'environnement d'Ile de France;SEIF;2024;2023-24;2023;60;49;35;11;0;3;11;4;0;3;1;2;1;0;TnAPh
162;École doctorale Mécanique, énergétique, génie civil, acoustique;MEGA;2024;2023-24;2023;75;54;22;31;0;1;21;8;4;5;4;0;0;0;7wCke
166;École doctorale Information, structures et systèmes;I2S;2024;2023-24;2023;121;103;72;31;0;0;18;4;1;3;10;0;0;0;2uO68
184;École doctorale Mathématiques et informatique de Marseille;;2024;2023-24;2023;47;40;36;4;0;0;7;2;0;3;2;0;0;0;DDObG
206;École doctorale Chimie : chimie, procédés, environnement;;2024;2023-24;2023;95;70;46;24;0;0;25;9;2;6;5;3;0;0;m0UhD
391;École doctorale Sciences mécaniques, acoustique et électronique et robotique de Paris;SMAER;2024;2023-24;2023;49;37;30;7;0;0;12;6;2;3;0;1;0;0;k0eue
479;École doctorale Sciences juridiques et politiques;;2024;2023-24;2023;42;34;34;0;0;0;8;2;0;3;3;0;0;0;34mid
556;École doctorale Homme, Sociétés, Risques, Territoire;HSRT;2024;2023-24;2023;53;49;31;0;0;18;4;3;0;1;0;0;0;0;5QEaX
576;École doctorale Particules, Hadrons, Énergie, Noyau, Instrumentation, Imagerie, Cosmos et Simulation;PHENIICS;2024;2023-24;2023;63;43;35;8;0;0;20;13;4;2;0;1;0;0;qC4rf
604;École doctorale Sociétés, Temps, Territoires;STT;2024;2023-24;2023;39;36;36;0;0;0;3;0;1;0;2;0;0;0;SZI5T
638;École doctorale Science de la Matière, des Molécules et Matériaux;S3M;2024;2023-24;2023;71;45;39;5;0;1;26;5;1;17;3;0;0;0;7artx
31;École doctorale Pratiques et théories du sens;;2023;2022-23;2022;59;45;40;0;0;5;14;5;1;1;1;6;0;0;1S466
77;École doctorale Informatique, automatique, électronique, électrotechnique, mathématiques;IAEM;2023;2022-23;2022;78;58;40;18;0;0;20;2;2;5;7;4;0;0;TCHTA
130;École doctorale Informatique, télécommunications et électronique de Paris;EDITE;2023;2022-23;2022;109;84;62;22;0;0;25;6;3;6;9;1;0;0;O5ysj
218;École doctorale Chimie et sciences du vivant;EDCSV;2023;2022-23;2022;100;85;75;10;0;0;15;5;1;5;2;2;0;0;8bcJh
455;École doctorale Économie, Gestion, Information et Communication;EGIC;2023;2022-23;2022;32;29;22;3;0;4;3;0;1;2;0;0;0;0;qCOg3
460;École doctorale Sciences juridiques;SJ;2023;2022-23;2022;10;8;8;0;0;0;2;0;1;0;1;0;0;0;ZB5I5
509;École doctorale Civilisations et sociétés euro-méditerranéennes et comparées;;2023;2022-23;2022;29;25;24;0;0;1;4;1;2;0;1;0;0;0;9tbyG
512;École doctorale Informatique et mathématiques;InfoMaths;2023;2022-23;2022;71;59;48;11;0;0;12;3;1;3;4;1;0;0;t86bi
544;École doctorale Inter-Med : Espaces, temps, cultures;INTER-MED;2023;2022-23;2022;38;34;31;0;0;3;4;0;1;0;3;0;0;0;7VjtD
552;École doctorale Énergie - Matériaux - Sciences de la Terre et de l'Univers;EMTSU;2023;2022-23;2022;65;46;24;22;0;0;19;4;2;6;5;2;0;0;NTZhw
607;École doctorale Sciences et Ingénierie des Ressources Naturelles;SIReNA;2023;2022-23;2022;41;32;26;6;0;0;9;1;0;3;5;0;0;0;vi9w2
41;École doctorale Droit;;2022;2021-22;2021;48;44;42;0;0;2;4;0;0;0;3;1;0;0;KnOQK
52;École doctorale Physique et astrophysique de Lyon;PHAST;2022;2021-22;2021;62;52;49;3;0;0;10;5;1;2;2;0;0;0;61XPb
62;École doctorale Sciences de la vie et de la santé;;2022;2021-22;2021;182;137;128;7;0;2;45;12;4;18;8;2;1;0;vZzE7
74;École doctorale Sciences juridiques, politique et de gestion;SJPG;2022;2021-22;2021;38;33;33;0;0;0;5;0;1;1;3;0;0;0;3A2RY
112;École doctorale Archéologie;;2022;2021-22;2021;34;29;29;0;0;0;5;5;0;0;0;0;0;0;EvU7R
139;École doctorale Connaissance, langage, modélisation;CLM;2022;2021-22;2021;57;51;48;1;0;2;6;0;2;2;1;1;0;0;1lxGH
162;École doctorale Mécanique, énergétique, génie civil, acoustique;MEGA;2022;2021-22;2021;87;77;25;52;0;0;10;5;1;0;0;3;1;0;7wCke
173;École doctorale Sciences de l'univers, de l'environnement et de l'espace;SDU2E;2022;2021-22;2021;83;74;43;31;0;0;9;2;1;2;1;3;0;0;R0Z9c
304;École doctorale Sciences et environnements;;2022;2021-22;2021;28;25;20;5;0;0;3;1;1;0;1;0;0;0;2ywZn
340;École doctorale Biologie moléculaire, intégrative et cellulaire;BMIC;2022;2021-22;2021;73;63;59;4;0;0;10;4;1;5;0;0;0;0;db7xq
397;École doctorale Physique et chimie des matériaux;;2022;2021-22;2021;82;62;36;26;0;0;20;5;2;10;2;1;0;0;WxSt9
405;École doctorale Économie, management,mathématiques et physique de Cergy;EM2C;2022;2021-22;2021;46;33;27;4;0;2;13;5;0;7;0;1;0;0;QbwSB
411;École doctorale Humanités nouvelles : Fernand Braudel;;2022;2021-22;2021;37;32;32;0;0;0;5;0;0;1;3;1;0;0;l2rFh
461;École doctorale Droit et science politique;;2022;2021-22;2021;36;32;31;0;0;1;4;0;1;0;2;1;0;0;QGArN
469;École doctorale du Pacifique;EDP;2022;2021-22;2021;30;28;27;1;0;0;2;1;0;0;0;0;1;0;t9Z2n
472;École doctorale de l'EPHE;;2022;2021-22;2021;121;93;80;3;0;10;28;17;2;6;2;1;0;0;27zK4
529;École doctorale Cultures et sociétés;CS;2022;2021-22;2021;39;32;28;0;0;4;7;2;0;2;0;3;0;0;XU9tb
559;École doctorale Management Panthéon-Sorbonne;;2022;2021-22;2021;45;33;31;1;1;0;12;2;1;3;2;3;1;0;4SP7k
587;École doctorale Diversites, santé et développement en Amazonie;;2022;2021-22;2021;14;12;10;1;0;1;2;0;0;1;0;1;0;0;V14tj
627;École doctorale Éducation, Didactiques, Cognition;EDC;2022;2021-22;2021;18;18;17;0;0;1;0;0;0;0;0;0;0;0;dE3nH
52;École doctorale Physique et astrophysique de Lyon;PHAST;2021;2020-21;2020;43;36;30;6;0;0;7;4;1;1;0;1;0;0;61XPb
98;École doctorale Droit-Normandie;EDDN;2021;2020-21;2020;15;13;13;0;0;0;2;0;0;1;1;0;0;0;9fYyW
188;École doctorale Histoire moderne et contemporaine;;2021;2020-21;2020;21;20;17;0;0;3;1;1;0;0;0;0;0;0;RSZ7F
405;École doctorale Économie, management,mathématiques et physique de Cergy;EM2C;2021;2020-21;2020;44;30;26;4;0;0;14;5;2;6;0;1;0;0;QbwSB
414;École doctorale Sciences de la vie et de la santé;;2021;2020-21;2020;121;104;101;3;0;0;17;7;3;6;1;0;0;0;YI4xS
530;École doctorale Organisations, marchés, institutions;OMI;2021;2020-21;2020;51;40;33;0;1;6;11;6;0;0;5;0;0;0;4htv7
541;École doctorale de sciences humaines et sociales de La Réunion;SHS;2021;2020-21;2020;17;16;16;0;0;0;1;0;0;0;0;1;0;0;21SpE
556;École doctorale Homme, Sociétés, Risques, Territoire;HSRT;2021;2020-21;2020;62;60;55;0;0;5;2;1;0;0;1;0;0;0;5QEaX
589;École doctorale Milieu insulaire tropical à risques : protection, valorisation , santé et développement;;2021;2020-21;2020;19;16;14;1;0;1;3;0;0;0;2;1;0;0;2cqi3
592;École doctorale Lettres, Communication, Langues, Arts;LECLA;2021;2020-21;2020;33;26;23;0;0;3;7;5;0;1;1;0;0;0;sY7f3
618;École doctorale EUCLIDE;;2021;2020-21;2020;51;43;40;2;0;1;8;0;1;1;3;2;1;0;qveTN
9;École doctorale Droit international, droit européen, relations internationales et droit comparé;;2020;2019-20;2019;41;41;37;0;0;4;0;0;0;0;0;0;0;0;v1emR
47;École doctorale Physique;;2020;2019-20;2019;105;81;60;21;0;0;24;14;2;4;0;4;0;0;8kNpd
78;École doctorale Sociétés, langages, temps, connaissances;STLC;2020;2019-20;2019;60;53;50;1;0;2;7;5;0;0;1;1;0;0;vLU3i
138;École doctorale Lettres, langues, spectacles;LLS;2020;2019-20;2019;45;31;30;0;0;1;14;9;1;2;0;2;0;0;y9O3k
251;École doctorale Sciences de l'environnement;;2020;2019-20;2019;52;43;36;7;0;0;9;1;0;3;3;1;1;0;VR28y
270;École doctorale Théologie et sciences religieuses;;2020;2019-20;2019;25;22;22;0;0;0;3;2;0;0;1;0;0;0;BRKC1
300;École doctorale Sciences Économiques;ED SE;2020;2019-20;2019;7;5;5;0;0;0;2;0;1;0;1;0;0;0;5x3fM
388;École doctorale Chimie physique et chimie analytique de Paris centre;CPCA;2020;2019-20;2019;74;58;51;7;0;0;16;5;0;10;1;0;0;0;M0Hnd
528;École doctorale Ville, transports et territoires;VTT;2020;2019-20;2019;38;30;18;1;0;11;8;7;0;1;0;0;0;0;68zCc
545;École doctorale Sociétés, politique et santé publique;SP2;2020;2019-20;2019;88;74;68;3;0;3;14;3;1;2;6;2;0;0;IAKR4
546;École doctorale Abbé Grégoire;;2020;2019-20;2019;57;47;35;3;1;8;10;3;0;4;2;1;0;0;ZSn7q
585;École doctorale Sciences, Technologie,  Sante;EDSTS;2020;2019-20;2019;67;50;49;1;0;0;17;3;1;7;5;1;0;0;NM3Dl
595;École doctorale Arts, Lettres, Langues;ED ALL;2020;2019-20;2019;74;59;55;0;0;4;15;5;1;0;7;2;0;0;a8f9b
596;École doctorale Matière, Molécules et Matériaux;ED 3M;2020;2019-20;2019;116;82;69;13;0;0;34;3;1;20;9;1;0;0;77947
604;École doctorale Sociétés, Temps, Territoires;STT;2020;2019-20;2019;92;77;68;0;0;9;15;4;0;1;9;1;0;0;SZI5T
622;École doctorale Sciences du langage;SDL;2020;2019-20;2019;48;36;36;0;0;0;12;4;1;6;0;1;0;0;9DsG2
39;École doctorale Mathématiques et Informatique;EDMIB;2019;2018-19;2018;61;42;35;7;0;0;19;6;1;7;3;2;0;0;TBj2X
132;École doctorale Sciences du langage;;2019;2018-19;2018;8;7;7;0;0;0;1;1;0;0;0;0;0;0;5AUF1
221;École doctorale Augustin Cournot - Sciences économiques et de gestion - Sciences, technologies et sociétés;EDAC;2019;2018-19;2018;18;16;14;0;0;2;2;0;0;1;0;1;0;0;5z9rW
224;École doctorale Cognition, langage, interaction;;2019;2018-19;2018;39;25;22;0;1;2;14;1;0;0;7;6;0;0;7v43e
413;École doctorale Sciences de la terre et de l'environnement;STE;2019;2018-19;2018;16;9;8;1;0;0;7;1;0;2;1;3;0;0;u9BA9
465;École doctorale Économie Panthéon Sorbonne;EPS;2019;2018-19;2018;67;61;61;0;0;0;6;2;1;0;1;2;0;0;MV68S
531;École doctorale Sciences, ingénierie et environnement;SIE;2019;2018-19;2018;76;57;41;16;0;0;19;4;1;4;4;5;1;0;b5BYq
536;École doctorale Sciences et agrosciences;;2019;2018-19;2018;33;15;12;2;0;1;18;6;1;3;6;2;0;0;pHfqe
577;École doctorale Structure et dynamique des systèmes vivants;SDSV;2019;2018-19;2018;60;49;42;6;0;1;11;4;0;4;2;1;0;0;4bsxJ
585;École doctorale Sciences, Technologie,  Sante;EDSTS;2019;2018-19;2018;58;47;41;5;0;1;11;3;1;3;3;1;0;0;NM3Dl
594;École doctorale Sociétés, Espaces, Pratiques, Temps;ED SEPT;2019;2018-19;2018;63;49;45;1;0;3;14;2;0;1;10;1;0;0;N85H3
603;École doctorale Éducation, Langages, Interactions, Cognition, Clinique, Expertise - ED 603;ELICCE;2019;2018-19;2018;60;54;46;3;0;5;6;0;1;3;2;0;0;0;1Mzw7
19;École doctorale Littératures françaises et comparée;;2018;2017-18;2017;55;45;45;0;0;0;10;2;1;5;2;0;0;0;13M43
156;École doctorale Sciences de la mer;;2018;2017-18;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EGY9P
326;École doctorale Comportement, langage, éducation, socialisation, cognition;CLESCO;2018;2017-18;2017;73;64;61;1;0;2;9;4;0;3;1;1;0;0;nWIlG
377;École doctorale Environnement et société;;2018;2017-18;2017;27;23;23;0;0;0;4;1;0;1;2;0;0;0;ZMG5u
386;École doctorale Sciences mathématiques de Paris centre;SMPC;2018;2017-18;2017;120;100;87;13;0;0;20;9;2;2;3;4;0;0;wMj98
391;École doctorale Sciences mécaniques, acoustique et électronique et robotique de Paris;SMAER;2018;2017-18;2017;71;61;45;16;0;0;10;3;0;5;1;1;0;0;k0eue
432;École doctorale Sciences des métiers de l'ingénieur;SMI;2018;2017-18;2017;148;122;58;58;4;2;26;8;0;11;3;3;1;0;nSsHB
461;École doctorale Droit et science politique;;2018;2017-18;2017;73;66;63;0;0;3;7;1;0;4;2;0;0;0;QGArN
475;École doctorale Mathématiques, informatique, télécommunications de Toulouse;MITT;2018;2017-18;2017;116;87;56;30;0;1;29;9;1;4;11;4;0;0;xcp2r
492;École doctorale Droit;;2018;2017-18;2017;61;54;50;0;0;4;7;0;0;1;5;1;0;0;kOQsX
545;École doctorale Sociétés, politique et santé publique;SP2;2018;2017-18;2017;70;63;60;2;0;1;7;1;0;1;2;1;2;0;IAKR4
65;École doctorale Sciences de la Vie, Santé, Agronomie, Environnement;;2017;2016-17;2016;66;61;56;5;0;0;5;1;0;0;2;2;0;0;MAOG4
78;École doctorale Sociétés, langages, temps, connaissances;STLC;2017;2016-17;2016;47;45;41;0;0;4;2;1;0;1;0;0;0;0;vLU3i
92;École doctorale Vie -  Agro - Santé;;2017;2016-17;2016;80;70;56;14;0;0;10;2;1;3;1;3;0;0;RjvXY
104;École doctorale Sciences de la matière, du rayonnement et de l'environnement;SMRE;2017;2016-17;2016;133;95;79;14;0;2;38;9;1;21;5;2;0;0;Q5iFz
206;École doctorale Chimie : chimie, procédés, environnement;;2017;2016-17;2016;79;58;39;18;0;1;21;9;2;7;2;1;0;0;m0UhD
245;École doctorale Sciences économiques, juridiques, politiques et de gestion;;2017;2016-17;2016;41;37;36;0;0;1;4;1;0;1;1;1;0;0;ShLUg
266;École doctorale Biologie, santé, environnement;BIOSE;2017;2016-17;2016;40;32;29;1;0;2;8;2;1;4;0;1;0;0;386V9
267;École doctorale Arts et médias;;2017;2016-17;2016;31;26;26;0;0;0;5;2;0;0;2;1;0;0;eCF5C
279;École doctorale Arts plastiques, esthétique et sciences de l'art;APESA;2017;2016-17;2016;38;31;30;0;0;1;7;2;0;1;1;2;1;0;BpW1j
340;École doctorale Biologie moléculaire, intégrative et cellulaire;BMIC;2017;2016-17;2016;78;62;61;1;0;0;16;4;0;9;1;2;0;0;db7xq
41;École doctorale Droit;;2025;2024-25;2024;27;25;25;0;0;0;2;0;0;1;1;0;0;0;KnOQK
98;École doctorale Droit-Normandie;EDDN;2025;2024-25;2024;17;15;15;0;0;0;2;0;0;1;1;0;0;0;9fYyW
159;École doctorale Esthétique, sciences et technologies des arts;EDESTA;2025;2024-25;2024;40;34;34;0;0;0;6;4;0;1;0;1;0;0;zj1Vj
209;École doctorale Sciences physiques et de L'ingénieur;SPI;2025;2024-25;2024;108;82;52;30;0;0;26;10;2;11;2;1;0;0;tZcIZ
328;École doctorale Arts, lettres, langues, philosophie et communication;ALLPH@;2025;2024-25;2024;50;43;41;0;0;2;7;2;0;2;2;1;0;0;xLxMh
388;École doctorale Chimie physique et chimie analytique de Paris centre;CPCA;2025;2024-25;2024;87;55;42;13;0;0;32;13;2;16;0;1;0;0;M0Hnd
393;École doctorale Pierre Louis de Santé Publique : Épidémiologie et Sciences de l'information biomédicale;PLSP;2025;2024-25;2024;77;63;59;4;0;0;14;6;1;2;2;2;1;0;69445
520;École doctorale Humanités;;2025;2024-25;2024;61;50;50;0;0;0;11;5;3;2;1;0;0;0;rI175
563;École doctorale Médicament - Toxicologie - Chimie - Imageries;MTCI;2025;2024-25;2024;67;52;44;8;0;0;15;4;1;7;3;0;0;0;j8uk1
131;École doctorale Langue, littérature, image, civilisations et sciences humaines (domaines francophone et anglophone);LLI;2024;2023-24;2023;23;20;20;0;0;0;3;2;0;0;0;1;0;0;a47aW
217;École doctorale Mathématiques, sciences et technologies de l'information, informatique;MSTII;2024;2023-24;2023;98;85;68;17;0;0;13;3;3;3;4;0;0;0;Ehx7v
386;École doctorale Sciences mathématiques de Paris centre;SMPC;2024;2023-24;2023;103;79;66;13;0;0;24;11;8;5;0;0;0;0;wMj98
446;École doctorale Biologie - Santé;EDBSL;2024;2023-24;2023;97;82;79;2;0;1;15;4;3;5;1;2;0;0;4iEUF
481;École doctorale Sciences sociales et humanités;SSH;2024;2023-24;2023;36;26;25;0;0;1;10;4;0;1;5;0;0;0;E3z5j
482;École doctorale Sciences de la matière;SDM;2024;2023-24;2023;96;72;53;19;0;0;24;10;2;10;1;1;0;0;kmeZ4
543;École doctorale de Dauphine;;2024;2023-24;2023;85;70;52;11;1;6;15;5;3;2;4;1;0;0;u8w6A
551;École doctorale Mathématiques, Informatique, Physique Théorique et Ingénierie des Systèmes;MIPTIS;2024;2023-24;2023;39;28;22;5;0;1;11;1;1;2;6;1;0;0;Mpudz
558;École doctorale Histoire, Mémoire, Patrimoine, Langage;HMPL;2024;2023-24;2023;57;54;54;0;0;0;3;1;0;1;0;1;0;0;uX3jT
647;École doctorale Sciences pour l’Ingénieur;;2024;2023-24;2023;33;26;12;14;0;0;7;1;0;3;3;0;0;0;pg354
