NUMERO_ED;École doctorale;Sigle de l'ED;ANNEE;ANNEE_UNIVERSITAIRE;RENTREE;TOTAL_PREMIERS_INSCRITS;TOTAL_DIP_FR;MASTER;INGENIEUR;EC_COM;DIP_FR_AUTRE;TOTAL_DIP_ETRANGER;DIP_EUROPE_UE;DIP_EUROPE_HORS_UE;DIP_ASIE;DIP_AFRIQUE;DIP_AMERIQUES;DIP_AUSTRALIE_OCEANIE;DIP_ETR_AUTRE_NR;id_paysage_ED
388;École doctorale Chimie physique et chimie analytique de Paris centre;CPCA;2022;2021-22;2021;81;46;37;9;0;0;35;12;2;19;1;1;0;0;M0Hnd
570;École doctorale Santé Publique;EDSP;2016;2015-16;2015;27;26;24;0;0;2;1;1;0;0;0;0;0;0;9lgE4
74;École doctorale Sciences juridiques, politique et de gestion;SJPG;2015;2014-15;2014;52;47;44;0;1;2;5;2;0;0;3;0;0;0;3A2RY
460;École doctorale Sciences juridiques;SJ;2022;2021-22;2021;22;21;21;0;0;0;1;0;1;0;0;0;0;0;ZB5I5
485;École doctorale Éducation, Psychologie, Information et Communication;EPIC;2022;2021-22;2021;48;44;44;0;0;0;4;1;0;2;1;0;0;0;O82eL
572;École doctorale Ondes et matière;EDOM;2022;2021-22;2021;52;47;31;14;0;2;5;1;2;1;0;1;0;0;etSIi
581;École doctorale Agriculture, alimentation, biologie, environnement, santé;ABIES;2022;2021-22;2021;90;74;49;25;0;0;16;4;1;5;2;4;0;0;c1x56
423;École doctorale Des génomes aux organismes;;2015;2014-15;2014;34;32;26;6;0;0;2;2;0;0;0;0;0;0;VguHK
454;École doctorale Sciences de l'homme, du politique et du territoire;SHPT;2015;2014-15;2014;65;53;49;0;0;4;12;4;0;4;3;1;0;0;Opv31
184;École doctorale Mathématiques et informatique de Marseille;;2021;2020-21;2020;52;40;34;6;0;0;12;3;0;4;5;0;0;0;DDObG
504;École doctorale Cognition, éducation, interactions;CEI;2015;2014-15;2014;50;44;39;1;0;4;6;1;1;1;3;0;0;0;39naT
521;École doctorale Sciences et ingénierie pour l'information, mathématiques;S2I;2015;2014-15;2014;67;54;46;7;0;1;13;4;1;4;2;2;0;0;V6i83
560;École doctorale Sciences de la terre et de l'environnement et Physique de l'univers, Paris;STEP'UP;2021;2020-21;2020;49;33;32;1;0;0;16;5;4;4;0;3;0;0;Z2VI9
138;École doctorale Lettres, langues, spectacles;LLS;2014;2013-14;2013;58;40;36;0;0;4;18;12;0;3;0;1;2;0;y9O3k
605;École doctorale Biologie Santé;ED BS;2021;2020-21;2020;145;133;122;7;0;4;12;4;1;2;4;1;0;0;w8CxU
270;École doctorale Théologie et sciences religieuses;;2014;2013-14;2013;32;23;19;0;0;4;9;7;0;0;2;0;0;0;BRKC1
353;École doctorale Sciences pour l'ingénieur : mécanique, physique, micro et nanoélectronique;;2014;2013-14;2013;43;32;20;12;0;0;11;3;1;3;2;2;0;0;vk5Kp
450;École doctorale Recherches en psychanalyse et psychopathologie;PSY²;2014;2013-14;2013;57;48;44;0;0;4;9;1;0;1;2;5;0;0;8jI3f
465;École doctorale Économie Panthéon Sorbonne;EPS;2014;2013-14;2013;80;68;68;0;0;0;12;5;1;2;2;2;0;0;MV68S
542;École doctorale de sciences de La Réunion;STS;2020;2019-20;2019;31;29;26;2;0;1;2;0;0;0;2;0;0;0;2pAql
587;École doctorale Diversites, santé et développement en Amazonie;;2020;2019-20;2019;17;15;12;2;1;0;2;1;0;0;1;0;0;0;V14tj
6;École doctorale Droit privé;;2019;2018-19;2018;40;37;35;0;0;2;3;0;0;1;2;0;0;0;UMnW1
42;École doctorale Entreprise, économie, société;EES;2019;2018-19;2018;24;22;19;1;1;1;2;0;0;0;1;1;0;0;uO01d
151;École doctorale Biologie, santé, biotechnologies;;2019;2018-19;2018;102;89;85;4;0;0;13;4;0;8;0;1;0;0;yP8w4
530;École doctorale Organisations, marchés, institutions;OMI;2014;2013-14;2013;79;73;32;2;0;39;6;1;0;0;3;2;0;0;4htv7
559;École doctorale Management Panthéon-Sorbonne;;2014;2013-14;2013;51;47;43;1;0;3;4;1;0;0;0;3;0;0;4SP7k
604;École doctorale Sociétés, Temps, Territoires;STT;2019;2018-19;2018;79;70;58;2;0;10;9;1;0;2;3;3;0;0;SZI5T
609;École doctorale Sciences et Ingénierie des Matériaux, Mécanique, Énergétique -;SIMME;2019;2018-19;2018;53;37;24;13;0;0;16;4;1;3;7;1;0;0;N4Rjy
280;École doctorale Philosophie;;2018;2017-18;2017;49;34;32;0;0;2;15;8;0;4;0;3;0;0;kJxnm
285;École doctorale Sciences pratiques;;2013;2012-13;2012;77;61;59;2;0;0;16;3;4;5;3;1;0;0;Jd3t2
372;École doctorale Sciences économiques et de gestion;;2018;2017-18;2017;47;41;35;1;2;3;6;0;1;4;0;1;0;0;JK63A
479;École doctorale Sciences juridiques et politiques;;2018;2017-18;2017;70;61;59;0;0;2;9;0;0;1;5;3;0;0;34mid
498;École doctorale Sciences pour l'ingénieur, géosciences, architecture;SPIGA;2018;2017-18;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0vlKH
460;École doctorale Sciences juridiques;SJ;2013;2012-13;2012;24;19;17;0;0;2;5;0;0;1;4;0;0;0;ZB5I5
536;École doctorale Sciences et agrosciences;;2018;2017-18;2017;44;29;21;8;0;0;15;2;0;5;8;0;0;0;pHfqe
543;École doctorale de Dauphine;;2018;2017-18;2017;62;54;47;3;2;2;8;4;0;2;2;0;0;0;u8w6A
555;École doctorale Sciences de l'Homme et de la Société;SHS;2018;2017-18;2017;51;40;37;1;0;2;11;5;2;1;3;0;0;0;44G6m
594;École doctorale Sociétés, Espaces, Pratiques, Temps;ED SEPT;2018;2017-18;2017;78;70;64;1;0;5;8;1;1;1;4;1;0;0;N85H3
40;École doctorale Sciences chimiques;EDSC;2012;2011-12;2011;71;52;39;13;0;0;19;6;4;7;0;2;0;0;wde3D
88;École doctorale Droit et science politique;DSP;2017;2016-17;2016;64;56;54;0;0;2;8;1;0;0;7;0;0;0;elnAJ
138;École doctorale Lettres, langues, spectacles;LLS;2012;2011-12;2011;71;52;47;0;0;5;19;15;1;0;0;3;0;0;y9O3k
328;École doctorale Arts, lettres, langues, philosophie et communication;ALLPH@;2017;2016-17;2016;66;46;38;0;0;8;20;8;1;2;5;4;0;0;xLxMh
269;École doctorale Mathématiques, sciences de l'information et de l'ingénieur;MSII;2012;2011-12;2011;54;38;32;6;0;0;16;4;2;8;2;0;0;0;5E625
355;École doctorale Espaces, cultures, sociétés;;2012;2011-12;2011;86;52;42;0;0;10;34;20;1;1;8;4;0;0;2kMf5
240;École doctorale Sciences de l'homme et de la société;SHS;2016;2015-16;2015;76;70;63;3;0;4;6;4;1;0;0;1;0;0;j345k
284;École doctorale Droit et Science Politique;DSP;2016;2015-16;2015;53;48;37;0;1;10;5;1;0;1;2;1;0;0;ahH92
489;École doctorale Sciences et ingénierie des systèmes, de l'environnement et des organisations;SISEO;2012;2011-12;2011;30;22;15;2;0;5;8;2;1;2;3;0;0;0;6pT77
405;École doctorale Économie, management,mathématiques et physique de Cergy;EM2C;2016;2015-16;2015;30;28;22;0;6;0;2;0;0;1;1;0;0;0;QbwSB
460;École doctorale Sciences juridiques;SJ;2016;2015-16;2015;21;21;21;0;0;0;0;0;0;0;0;0;0;0;ZB5I5
544;École doctorale Inter-Med : Espaces, temps, cultures;INTER-MED;2012;2011-12;2011;55;40;38;0;0;2;15;5;1;0;5;3;1;0;7VjtD
20;École doctorale Civilisations, cultures, littératures et sociétés;;2011;2010-11;2010;52;42;42;0;0;0;10;7;0;1;0;2;0;0;agjNi
238;École doctorale Sciences humaines et sociales;;2011;2010-11;2010;92;86;83;0;0;3;6;0;0;1;3;2;0;0;lr2wn
240;École doctorale Sciences de l'homme et de la société;SHS;2011;2010-11;2010;94;86;70;3;0;13;8;1;1;2;2;2;0;0;j345k
582;École doctorale Cancérologie, Biologie, Médecine, Santé;CBMS;2016;2015-16;2015;47;36;34;2;0;0;11;5;0;5;0;1;0;0;75bj4
371;École doctorale Louis Pasteur;;2011;2010-11;2010;27;18;17;0;0;1;9;1;0;5;3;0;0;0;2tr4F
86;École doctorale Sociétés, humanités, arts, lettres;LSHS;2015;2014-15;2014;86;67;56;0;0;11;19;8;1;0;6;4;0;0;O8E6y
224;École doctorale Cognition, langage, interaction;;2015;2014-15;2014;34;28;20;0;0;8;6;0;0;0;4;2;0;0;7v43e
514;École doctorale Études anglophones, germanophones et européennes;EDEAGE;2015;2014-15;2014;27;24;24;0;0;0;3;2;1;0;0;0;0;0;fuIQs
551;École doctorale Mathématiques, Informatique, Physique Théorique et Ingénierie des Systèmes;MIPTIS;2015;2014-15;2014;32;24;20;4;0;0;8;0;1;4;3;0;0;0;Mpudz
420;École doctorale Santé publique Paris 11 - Paris 5;;2014;2013-14;2013;54;51;44;2;0;5;3;1;0;1;0;1;0;0;3BNdi
472;École doctorale de l'EPHE;;2014;2013-14;2013;105;69;56;1;0;12;36;24;0;6;3;3;0;0;27zK4
519;École doctorale Sciences humaines et sociales - Perspectives européennes;SHS-PE;2014;2013-14;2013;75;56;54;1;0;1;19;12;0;1;5;1;0;0;2f5qs
524;École doctorale Biologie - santé;;2014;2013-14;2013;33;33;28;3;0;2;0;0;0;0;0;0;0;0;S7Kk6
532;École doctorale Mathématiques et sciences et technologies de l'information et de la communication;MSTIC;2014;2013-14;2013;77;48;36;11;0;1;29;4;3;9;12;1;0;0;t43KM
558;École doctorale Histoire, Mémoire, Patrimoine, Langage;HMPL;2014;2013-14;2013;81;71;66;0;0;5;10;3;2;1;3;1;0;0;uX3jT
67;École doctorale Sciences juridiques et politiques;;2013;2012-13;2012;141;136;82;0;0;54;5;0;0;2;2;1;0;0;qrOj1
139;École doctorale Connaissance, langage, modélisation;CLM;2013;2012-13;2012;83;68;65;0;0;3;15;6;0;3;6;0;0;0;1lxGH
142;École doctorale Mathématiques de la région Paris-Sud;;2013;2012-13;2012;34;31;30;1;0;0;3;0;0;2;0;1;0;0;5XlH9
159;École doctorale Esthétique, sciences et technologies des arts;EDESTA;2013;2012-13;2012;57;50;45;0;0;5;7;2;1;1;2;1;0;0;zj1Vj
251;École doctorale Sciences de l'environnement;;2013;2012-13;2012;55;46;42;4;0;0;9;1;2;2;3;1;0;0;VR28y
283;École doctorale Droit international et européen;;2013;2012-13;2012;36;31;30;0;0;1;5;2;0;1;0;2;0;0;uIq4K
300;École doctorale Sciences Économiques;ED SE;2013;2012-13;2012;6;4;4;0;0;0;2;0;0;0;1;1;0;0;5x3fM
378;École doctorale Sciences de l'homme et de la société;SHS;2013;2012-13;2012;40;37;30;1;0;6;3;0;0;0;3;0;0;0;3XKuF
433;École doctorale Concepts et langages;;2013;2012-13;2012;118;92;87;0;0;5;26;16;1;4;1;4;0;0;v8q34
463;École doctorale Sciences du mouvement humain;SMH;2013;2012-13;2012;30;27;20;4;0;3;3;2;0;1;0;0;0;0;UbtlY
511;École doctorale Sciences et ingénierie;S&I;2013;2012-13;2012;43;25;18;7;0;0;18;2;1;3;11;1;0;0;7aXuB
517;École doctorale Particules, noyaux, cosmologie;;2013;2012-13;2012;49;33;31;2;0;0;16;9;1;5;0;1;0;0;9kK48
540;"École doctorale École transdisciplinaire ""lettres/sciences""";;2013;2012-13;2012;18;11;2;1;0;8;7;2;0;3;0;2;0;0;tWWw7
558;École doctorale Histoire, Mémoire, Patrimoine, Langage;HMPL;2013;2012-13;2012;77;72;61;0;0;11;5;1;1;1;0;1;1;0;uX3jT
101;École doctorale de Sciences juridiques;;2012;2011-12;2011;69;55;45;0;0;10;14;7;2;3;1;1;0;0;569G2
265;École doctorale Langues, littératures et sociétés du monde;;2012;2011-12;2011;68;50;43;0;0;7;18;2;2;11;2;1;0;0;4YWGW
369;École doctorale Homme, environnement, santé;;2012;2011-12;2011;32;30;30;0;0;0;2;0;0;1;0;1;0;0;uZ8W7
412;École doctorale Lorraine de chimie et physique moléculaires : synthèses, expériences, simulations, applications : de la molécule aux édifices supramoléculaires;SESAMES;2012;2011-12;2011;26;16;14;1;0;1;10;1;1;3;5;0;0;0;mvHX2
425;École doctorale Innovation thérapeutique : du fondamental à l'appliqué;;2012;2011-12;2011;67;50;39;10;0;1;17;3;0;7;5;2;0;0;DkgNy
460;École doctorale Sciences juridiques;SJ;2012;2011-12;2011;20;16;10;0;0;6;4;0;0;1;3;0;0;0;ZB5I5
463;École doctorale Sciences du mouvement humain;SMH;2012;2011-12;2011;25;20;18;2;0;0;5;3;1;0;1;0;0;0;UbtlY
495;École doctorale Végétal, environnement, nutrition, agroalimentaire, mer;VENAM;2012;2011-12;2011;35;31;26;5;0;0;4;2;0;2;0;0;0;0;HL495
500;École doctorale Matière, molécules, matériaux en Pays de Loire;3MPL;2012;2011-12;2011;63;40;31;8;0;1;23;4;2;9;7;1;0;0;822tM
506;École doctorale arts, lettres et langues;;2012;2011-12;2011;57;48;34;0;0;14;9;2;1;3;1;2;0;0;m9yqI
72;École doctorale Sciences pour l'ingénieur;SPI;2011;2010-11;2010;218;135;105;29;0;1;83;13;4;30;30;6;0;0;47QPx
217;École doctorale Mathématiques, sciences et technologies de l'information, informatique;MSTII;2011;2010-11;2010;102;74;62;10;0;2;28;7;2;9;3;7;0;0;Ehx7v
263;École doctorale Sciences juridiques, économiques et de gestion;;2011;2010-11;2010;34;31;25;0;0;6;3;0;0;3;0;0;0;0;1nUr6
266;École doctorale Biologie, santé, environnement;BIOSE;2011;2010-11;2010;41;33;30;0;0;3;8;3;0;5;0;0;0;0;386V9
279;École doctorale Arts plastiques, esthétique et sciences de l'art;APESA;2011;2010-11;2010;74;68;61;0;0;7;6;2;0;1;1;2;0;0;BpW1j
300;École doctorale Sciences Économiques;ED SE;2011;2010-11;2010;9;9;9;0;0;0;0;0;0;0;0;0;0;0;5x3fM
410;École doctorale Sciences et ingénierie des ressources, procédés, produits, environnement;RP2E;2011;2010-11;2010;106;94;51;42;0;1;12;0;0;4;5;3;0;0;Q5fxV
411;École doctorale Humanités nouvelles : Fernand Braudel;;2011;2010-11;2010;62;55;48;1;0;6;7;4;0;0;3;0;0;0;l2rFh
446;École doctorale Biologie - Santé;EDBSL;2011;2010-11;2010;88;78;70;0;0;8;10;4;0;3;1;2;0;0;4iEUF
447;École doctorale de l'école polytechnique;;2011;2010-11;2010;156;104;65;38;0;1;52;25;4;11;3;9;0;0;zgCCh
530;École doctorale Organisations, marchés, institutions;OMI;2011;2010-11;2010;77;70;62;3;0;5;7;3;0;0;3;1;0;0;4htv7
538;École doctorale Culture, régulation, institutions et territoire;CRIT;2011;2010-11;2010;67;61;45;0;0;16;6;0;0;0;3;3;0;0;8T505
37;École doctorale Sciences physiques pour l'ingénieur et microtechniques;SPIM;2025;2024-25;2024;108;67;47;20;0;0;41;9;2;13;14;2;1;0;F7G1B
231;École doctorale Économie et gestion;EDEG;2025;2024-25;2024;30;24;21;1;2;0;6;1;2;1;2;0;0;0;KT720
267;École doctorale Arts et médias;;2025;2024-25;2024;23;21;21;0;0;0;2;0;0;1;0;1;0;0;eCF5C
280;École doctorale Philosophie;;2025;2024-25;2024;35;27;25;0;0;2;8;3;1;1;1;2;0;0;kJxnm
395;École doctorale Milieux, cultures et sociétés du passé et du présent;MCSPP;2025;2024-25;2024;50;40;39;0;0;1;10;5;1;2;2;0;0;0;2quEb
497;École doctorale Normande de Biologie Intégrative, Santé, Environnement;Ed NBISE;2025;2024-25;2024;101;93;91;2;0;0;8;2;0;2;3;1;0;0;0D9Je
529;École doctorale Cultures et sociétés;CS;2025;2024-25;2024;56;49;45;0;0;4;7;4;2;0;0;1;0;0;XU9tb
554;École doctorale Environnements - Santé;E-S;2025;2024-25;2024;102;88;79;9;0;0;14;4;1;6;3;0;0;0;ElyFU
581;École doctorale Agriculture, alimentation, biologie, environnement, santé;ABIES;2025;2024-25;2024;90;74;53;20;0;1;16;9;2;2;0;2;1;0;c1x56
605;École doctorale Biologie Santé;ED BS;2025;2024-25;2024;77;67;61;3;0;3;10;2;1;2;3;2;0;0;w8CxU
9;École doctorale Droit international, droit européen, relations internationales et droit comparé;;2024;2023-24;2023;23;16;15;0;0;1;7;3;0;2;0;2;0;0;v1emR
62;École doctorale Sciences de la vie et de la santé;;2024;2023-24;2023;206;162;143;15;0;4;44;19;7;8;8;2;0;0;vZzE7
88;École doctorale Droit et science politique;DSP;2024;2023-24;2023;17;15;15;0;0;0;2;0;0;0;2;0;0;0;elnAJ
101;École doctorale de Sciences juridiques;;2024;2023-24;2023;21;17;16;0;0;1;4;2;0;1;1;0;0;0;569G2
146;École doctorale Galilée;GALILEE;2024;2023-24;2023;60;51;42;6;0;3;9;0;1;1;6;1;0;0;71hqm
405;École doctorale Économie, management,mathématiques et physique de Cergy;EM2C;2024;2023-24;2023;42;29;23;5;1;0;13;3;0;3;5;2;0;0;QbwSB
484;École doctorale Lettres, langues, linguistique, arts;3LA;2024;2023-24;2023;62;58;56;0;1;1;4;2;1;0;0;1;0;0;BlCQD
542;École doctorale de sciences de La Réunion;STS;2024;2023-24;2023;30;24;22;2;0;0;6;0;0;3;3;0;0;0;2pAql
546;École doctorale Abbé Grégoire;;2024;2023-24;2023;60;54;35;2;0;17;6;2;3;0;1;0;0;0;ZSn7q
572;École doctorale Ondes et matière;EDOM;2024;2023-24;2023;68;56;38;18;0;0;12;6;0;5;0;1;0;0;etSIi
620;École doctorale Sciences du Numérique et de l'Ingénieur;SNI;2024;2023-24;2023;24;18;14;3;0;1;6;0;0;1;5;0;0;0;Dr40w
655;École doctorale Gouvernance des Institutions et des Organisations;;2024;2023-24;2023;16;12;12;0;0;0;4;0;1;1;2;0;0;0;izw4r
9;École doctorale Droit international, droit européen, relations internationales et droit comparé;;2023;2022-23;2022;28;25;23;0;0;2;3;1;0;1;0;1;0;0;v1emR
20;École doctorale Civilisations, cultures, littératures et sociétés;;2023;2022-23;2022;29;24;10;5;1;8;5;4;1;0;0;0;0;0;agjNi
58;École doctorale Langues, littératures, cultures, civilisations;LLCC;2023;2022-23;2022;66;62;61;0;0;1;4;2;1;0;1;0;0;0;I9ATR
269;École doctorale Mathématiques, sciences de l'information et de l'ingénieur;MSII;2023;2022-23;2022;81;55;39;16;0;0;26;4;2;10;7;3;0;0;5E625
286;École doctorale de l'Ehess;;2023;2022-23;2022;209;167;157;0;0;10;42;14;3;5;5;15;0;0;2S146
309;École doctorale Systèmes;EDSYS;2023;2022-23;2022;40;29;16;13;0;0;11;2;1;3;4;1;0;0;8TT4b
395;École doctorale Milieux, cultures et sociétés du passé et du présent;MCSPP;2023;2022-23;2022;44;38;33;0;0;5;6;2;1;1;0;2;0;0;2quEb
481;École doctorale Sciences sociales et humanités;SSH;2023;2022-23;2022;42;29;26;0;0;3;13;6;3;0;3;1;0;0;E3z5j
497;École doctorale Normande de Biologie Intégrative, Santé, Environnement;Ed NBISE;2023;2022-23;2022;70;69;55;3;0;11;1;1;0;0;0;0;0;0;0D9Je
536;École doctorale Sciences et agrosciences;;2023;2022-23;2022;27;21;19;2;0;0;6;0;0;1;5;0;0;0;pHfqe
566;École doctorale Sciences du Sport, de la Motricité et du Mouvement Humain;SMMH;2023;2022-23;2022;21;18;16;0;1;1;3;0;0;0;3;0;0;0;3iv8y
587;École doctorale Diversites, santé et développement en Amazonie;;2023;2022-23;2022;13;12;11;0;0;1;1;0;0;0;0;1;0;0;V14tj
588;École doctorale Milieu insulaire tropical : dynamiques de développement, sociétés, patrimoine et culture dans l'espace Caraïbes-Amériques;;2023;2022-23;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4W5IO
590;École doctorale Mathematiques, Information, Ingenierie des Systemes;MIIS;2023;2022-23;2022;53;35;33;2;0;0;18;2;0;7;7;2;0;0;L20t5
626;École doctorale de l’Institut Polytechnique de Paris;;2023;2022-23;2022;224;168;128;38;2;0;56;22;6;16;6;6;0;0;DL5fO
637;École doctorale Sciences de la vie et de la santé;SVS;2023;2022-23;2022;67;62;53;8;0;1;5;3;2;0;0;0;0;0;3byga
651;École doctorale Mathématiques, Informatique, Matériaux, Mécanique, Énergétique;MIMME;2023;2022-23;2022;58;50;29;21;0;0;8;1;0;0;5;2;0;0;6qq6f
6;École doctorale Droit privé;;2022;2021-22;2021;35;31;31;0;0;0;4;1;0;3;0;0;0;0;UMnW1
211;École doctorale Sciences exactes et leurs applications;ED SEA;2022;2021-22;2021;72;49;41;8;0;0;23;7;1;5;4;6;0;0;1G1iC
227;École doctorale Sciences de la nature et de l'homme;;2022;2021-22;2021;50;46;43;2;0;1;4;2;0;2;0;0;0;0;xiDA5
402;École doctorale Sciences de la vie et de la santé;SVS;2022;2021-22;2021;36;34;31;2;0;1;2;1;0;1;0;0;0;0;YKgsU
480;École doctorale Montaigne-humanités;;2022;2021-22;2021;96;78;70;0;0;8;18;6;1;2;7;2;0;0;f3SeZ
545;École doctorale Sociétés, politique et santé publique;SP2;2022;2021-22;2021;78;68;57;2;0;9;10;2;0;4;3;1;0;0;IAKR4
598;École doctorale Sciences de La Mer et du Littoral;SML;2022;2021-22;2021;83;66;50;15;0;1;17;3;0;5;6;3;0;0;Smen6
604;École doctorale Sociétés, Temps, Territoires;STT;2022;2021-22;2021;83;79;76;1;0;2;4;2;0;0;0;2;0;0;SZI5T
609;École doctorale Sciences et Ingénierie des Matériaux, Mécanique, Énergétique -;SIMME;2022;2021-22;2021;88;70;34;36;0;0;18;4;2;6;4;2;0;0;N4Rjy
612;École doctorale Humanités;;2022;2021-22;2021;63;48;45;0;0;3;15;3;0;0;12;0;0;0;v30I8
617;École doctorale Sciences de la Société : Territoires, Economie et Droit;SSTED;2022;2021-22;2021;49;39;37;1;0;1;10;1;1;1;7;0;0;0;Kl9ZX
77;École doctorale Informatique, automatique, électronique, électrotechnique, mathématiques;IAEM;2021;2020-21;2020;85;57;37;20;0;0;28;5;3;7;6;6;1;0;TCHTA
131;École doctorale Langue, littérature, image, civilisations et sciences humaines (domaines francophone et anglophone);LLI;2021;2020-21;2020;47;38;33;0;0;5;9;4;1;3;0;1;0;0;a47aW
171;École doctorale Toulouse sciences économiques;TSE;2021;2020-21;2020;18;17;17;0;0;0;1;0;0;1;0;0;0;0;Q5nNQ
394;École doctorale Physiologie et physiopathologie;p2t;2021;2020-21;2020;68;58;58;0;0;0;10;0;4;2;0;4;0;0;VMYmT
459;École doctorale Sciences chimiques Balard;;2021;2020-21;2020;68;52;37;14;0;1;16;5;0;4;5;2;0;0;YFs2W
463;École doctorale Sciences du mouvement humain;SMH;2021;2020-21;2020;31;27;21;6;0;0;4;2;0;1;0;1;0;0;UbtlY
483;École doctorale Histoire, géographie, aménagement, urbanisme, archéologie, science politique, sociologie, anthropologie;SCSO;2021;2020-21;2020;78;74;69;2;0;3;4;0;0;1;1;2;0;0;hc6u4
528;École doctorale Ville, transports et territoires;VTT;2021;2020-21;2020;25;23;15;3;0;5;2;0;1;0;1;0;0;0;68zCc
553;École doctorale Carnot - Pasteur;;2021;2020-21;2020;41;36;28;8;0;0;5;2;0;1;0;2;0;0;6h4Z7
588;École doctorale Milieu insulaire tropical : dynamiques de développement, sociétés, patrimoine et culture dans l'espace Caraïbes-Amériques;;2021;2020-21;2020;41;38;27;1;3;7;3;1;0;1;0;1;0;0;4W5IO
591;École doctorale Physique, Sciences de l'Ingenieur, Materiaux, Énergie;PSIME;2021;2020-21;2020;72;49;40;9;0;0;23;5;2;13;3;0;0;0;Hn5Om
340;École doctorale Biologie moléculaire, intégrative et cellulaire;BMIC;2020;2019-20;2019;63;58;51;7;0;0;5;1;0;2;1;1;0;0;db7xq
488;École doctorale Sciences, ingénierie, santé;SIS;2020;2019-20;2019;74;62;48;14;0;0;12;5;0;4;1;2;0;0;Fy2lK
519;École doctorale Sciences humaines et sociales - Perspectives européennes;SHS-PE;2020;2019-20;2019;64;51;50;1;0;0;13;7;0;2;4;0;0;0;2f5qs
569;École doctorale Innovation thérapeutique : du fondamental à l'appliqué;;2020;2019-20;2019;84;63;55;6;0;2;21;7;1;9;1;3;0;0;jx8ET
37;École doctorale Sciences physiques pour l'ingénieur et microtechniques;SPIM;2019;2018-19;2018;94;58;35;22;0;1;36;2;2;15;14;3;0;0;F7G1B
74;École doctorale Sciences juridiques, politique et de gestion;SJPG;2019;2018-19;2018;40;32;32;0;0;0;8;4;1;2;1;0;0;0;3A2RY
127;École doctorale Astronomie et astrophysique d'Ile de France;A&A;2019;2018-19;2018;47;39;31;8;0;0;8;7;1;0;0;0;0;0;cPXrq
154;École doctorale Sciences de la vie et de la santé;SVS;2019;2018-19;2018;95;80;72;7;0;1;15;6;1;3;2;3;0;0;hLn36
171;École doctorale Toulouse sciences économiques;TSE;2019;2018-19;2018;13;13;13;0;0;0;0;0;0;0;0;0;0;0;Q5nNQ
188;École doctorale Histoire moderne et contemporaine;;2019;2018-19;2018;28;24;24;0;0;0;4;3;0;0;0;1;0;0;RSZ7F
217;École doctorale Mathématiques, sciences et technologies de l'information, informatique;MSTII;2019;2018-19;2018;85;67;48;19;0;0;18;8;0;3;3;4;0;0;Ehx7v
361;École doctorale Sciences et Technologies;ED ST;2019;2018-19;2018;38;20;12;8;0;0;18;1;0;8;6;3;0;0;cOUmL
397;École doctorale Physique et chimie des matériaux;;2019;2018-19;2018;87;63;37;26;0;0;24;6;2;12;1;3;0;0;WxSt9
433;École doctorale Concepts et langages;;2019;2018-19;2018;83;51;51;0;0;0;32;10;3;10;3;6;0;0;v8q34
544;École doctorale Inter-Med : Espaces, temps, cultures;INTER-MED;2019;2018-19;2018;46;40;40;0;0;0;6;1;0;0;3;1;1;0;7VjtD
554;École doctorale Environnements - Santé;E-S;2019;2018-19;2018;104;84;73;10;0;1;20;7;2;7;3;1;0;0;ElyFU
582;École doctorale Cancérologie, Biologie, Médecine, Santé;CBMS;2019;2018-19;2018;51;39;33;4;0;2;12;3;0;6;0;3;0;0;75bj4
590;École doctorale Mathematiques, Information, Ingenierie des Systemes;MIIS;2019;2018-19;2018;45;32;23;9;0;0;13;2;0;5;4;2;0;0;L20t5
